clean_review,verified_purchase_encoded,review_length_bin,sentiment
taking learn use much better instruction manual like graphics amazing looking forward become comfortable,1,Short,1
purchased primarily tablet rather book reader knew ran android operating system thought could use google play store get apps wrong thing uses kindle store apps much limited apps previously android phone loved google play store apps didnt research found purchased couldnt download google play store apps onto device workaround sideloading getting apps trouble worth amazon website proclaims possible little misleading want use amazon app store ended getting ipad mini primary tablet apps already kindle paperwhite love reading ebooks price bad little tablet processor little sluggish compared expensive tablets electronics get pay would good tablet kids,1,Long,0
kindle month randomly shut hasnt turned back done resets everything suggested online,1,Short,0
came advertised writeup excellent condition,1,Short,1
love kindle fire upgraded glad faster better worth upgrade,1,Short,1
love kindle,1,Short,1
nd day use would power full night charging,0,Short,0
im happy new kindle liked last one much ordered another one im tickled new one cameras dont take selfies kindle everything need dependable im happy also citron color easy find love,1,Medium,1
hard use poorly write online instructions get ipad,1,Short,0
like fire problems using books know press side get first part book,1,Short,1
wished one years ago,1,Short,1
fun play easy learn need learn streaming,0,Short,1
great money,0,Short,1
think every generation kindle pleased smooth connectivity fantastic clarity sound cant go wrong one,1,Short,1
get letters large enough legally blind need large letters,1,Short,0
love great crisp display good product value,1,Short,1
excellent star,1,Short,1
turn junk,1,Short,0
love takes great pictures,1,Short,1
poor camera matter umch like ability control childs activities may things parents able control child accountprofile web remotely eg today needed login toy account device control child activity eg changing time limits activities parental controls,1,Medium,1
love fire purchased giftsit nice size easy use works beautifully havent problemsthat really like age technology often exasperating,1,Short,1
fire limited example cant steam live music several large classical music websites cant download apps google play store etc course handles everything amazon well aware limitations would bought get much flexible genetic android tablet price,0,Medium,0
charge night,1,Short,1
third kindle work sent new refurbished kindle replace one extremely disappointed decision old school attitude close account contract sad matter trust buy line longer trust amazon right thing,1,Medium,0
good first generation feels really cheap charger sucks,1,Short,0
works great,1,Short,1
ive kindle fire week still havent discovered features say point completely satisfied complaint users manual might help theres probably document embedded somewhere explains everything havent looked,1,Medium,1
investigate buying kindle fire charging port getting loose wont charge kindle hd fires years gave st kindle away port mess kindle fire hds port problem please tell ports delicate st nd air ipad several iphones never never never issue ports amazon dont lose great reputation,0,Medium,0
greati love,1,Short,1
love new fire hd,1,Short,1
great upgrade kindle st generation glad purchased,1,Short,1
case much heavy,1,Short,0
need space,1,Short,1
easy navigate issues far,1,Short,1
bought dell first hated love one fast easy use,1,Short,1
return enough storage buyers need know although gb gb worth storage,1,Short,0
great tablet,0,Short,1
great tablet first kindle without color tablet way better due light reading color aspect tablet,1,Short,1
far great still alot learn,1,Short,1
user friendly trying load audible book day user guide terriblekey boardawful horrible ithis third kindle offered ipad foolishly rejected went,1,Short,0
good pad,1,Short,1
first one kind ones dont compare pleased,1,Short,1
love front back cameras also like slim design tough already dropped didnt miss beat bummed doesnt mirroring capabilities,1,Short,1
